Pais,continente,Ano,Expectativa de vida,Pop Total,PIB,Renda-per-capita
Czech Republic,Europe,2006,76.78,10235455,21577.07702,0.00210807209059099
Czech Republic,Europe,2007,76.486,10228744,22833.30851,0.002232269036159278
Denmark,Europe,1950,70.33,4271000,9675.477458,0.002265389243268555
Denmark,Europe,1951,70.93,4303620,9666.254146,0.0022460751985537756
Denmark,Europe,1952,70.78,4334000,9692.385245,0.002236360231887402
Denmark,Europe,1953,71.15,4369280,10161.10541,0.0023255789077376594
Denmark,Europe,1954,71.35,4406000,10272.20028,0.0023314117748524737
Denmark,Europe,1955,71.92,4439000,10305.71133,0.0023216290448299167
Denmark,Europe,1956,72.05,4466471,10366.19,0.0023208904748290094
Denmark,Europe,1957,71.81,4487831,11099.65935,0.0024732792634125484
Denmark,Europe,1958,72.24,4515132,11280.99757,0.002498486770707922
Denmark,Europe,1959,72.22,4546636,12036.20036,0.0026472759992222823
Denmark,Europe,1960,72.21,4581000,12279.61856,0.002680554149748963
Denmark,Europe,1961,72.47,4609817,12976.43602,0.0028149568670513382
Denmark,Europe,1962,72.35,4646899,13583.31351,0.0029230920469758433
Denmark,Europe,1963,72.44,4683579,13561.43467,0.002895528114290375
Denmark,Europe,1964,72.52,4720171,14715.16498,0.0031175067555815244
Denmark,Europe,1965,72.4,4758100,15263.86573,0.003207974975305269
Denmark,Europe,1966,72.48,4797500,15551.56018,0.0032415967024491924
Denmark,Europe,1967,72.96,4838800,15937.21123,0.0032936288397949908
Denmark,Europe,1968,73.17,4867300,16494.95248,0.0033889327717625786
Denmark,Europe,1969,73.26,4890687,17461.79325,0.003570417254263051
Denmark,Europe,1970,73.38,4928757,17677.79288,0.003586663509684085
Denmark,Europe,1971,73.44,4963126,18023.43374,0.0036314680989360335
Denmark,Europe,1972,73.47,4991596,18866.20721,0.0037795941839043065
Denmark,Europe,1973,73.71,5021861,19433.4781,0.0038697761845658415
Denmark,Europe,1974,73.84,5045297,19162.84526,0.003798160001284364
Denmark,Europe,1975,74.11,5059861,18981.55018,0.0037513975542015875
Denmark,Europe,1976,73.78,5072596,20159.41674,0.003974181413225102
Denmark,Europe,1977,74.69,5088419,20422.9015,0.004013604520382461
Denmark,Europe,1978,74.45,5104247,20660.161030000007,0.004047641313204476
Denmark,Europe,1979,74.27,5116800,21339.90635,0.004170557057145091
Denmark,Europe,1980,74.16,5123027,21219.85084,0.004142053289978757
Denmark,Europe,1981,74.29,5121572,21037.04755,0.004107537207326188
Denmark,Europe,1982,74.63,5117810,21688.04048,0.004237758041037084
Denmark,Europe,1983,74.5,5114297,22249.53046,0.004350457249549645
Denmark,Europe,1984,74.65,5111619,23238.53543,0.004546218219706907
Denmark,Europe,1985,74.52,5113691,24225.4201,0.004737364870110454
Denmark,Europe,1986,74.69,5120534,25074.25739,0.004896805175007138
Denmark,Europe,1987,74.8,5127024,25116.17581,0.004898782570551649
Denmark,Europe,1988,74.89,5129516,25396.29132,0.004951011229909411
Denmark,Europe,1989,74.92,5132593,25447.85704,0.004958089807627451
Denmark,Europe,1990,74.92,5140954,25714.12973,0.005001820621231001
Denmark,Europe,1991,75.29,5154352,25980.80761,0.00504055749587921
Denmark,Europe,1992,75.33,5171393,26406.73985,0.005106310785121146
Denmark,Europe,1993,75.25,5188386,26296.6636,0.005068370703336259
Denmark,Europe,1994,75.51,5205603,27657.88425,0.005313099030025916
Denmark,Europe,1995,75.36,5232612,28358.52353,0.005419573155815871
Denmark,Europe,1996,75.74,5262075,28999.08162,0.0055109593876940186
Denmark,Europe,1997,76.11,5283663,29804.34567,0.005640849098437958
Denmark,Europe,1998,76.51,5302767,30338.82805,0.005721320218293581
Denmark,Europe,1999,76.66,5320134,31013.02697,0.005829369517760267
Denmark,Europe,2000,76.9,5337416,32016.753010000004,0.005998549299885938
Denmark,Europe,2001,77.06,5355826,32134.10623,0.005999841337265251
Denmark,Europe,2002,77.18,5374693,32166.50006,0.005984806957346215
Denmark,Europe,2003,77.78,5394138,32174.80797,0.005964772864542954
Denmark,Europe,2004,77.58,5413392,32737.91096,0.006047578109990927
Denmark,Europe,2005,78.32,5432335,33626.0,0.0061899717156618655
Denmark,Europe,2006,78.32,5450661,34724.80085,0.006370750419077613
Denmark,Europe,2007,78.332,5468120,35278.41874,0.006451654085864978
Djibouti,Africa,1952,34.812,63149,2669.529475,0.04227350353924844
Djibouti,Africa,1957,37.328,71851,2864.9690760000008,0.03987375368470864
Djibouti,Africa,1962,39.69300000000001,89898,3020.989263,0.0336046326169659
Djibouti,Africa,1967,42.074,127617,3020.050513,0.02366495461419717
Djibouti,Africa,1972,44.36600000000001,178848,3694.2123520000014,0.020655597781356245
Djibouti,Africa,1977,46.519,228694,3081.761022,0.013475478246040562
Djibouti,Africa,1982,48.812,305991,2879.468067,0.009410303136366755
Djibouti,Africa,1987,50.04,311025,2880.102568,0.009260035585563861
Djibouti,Africa,1992,51.604,384156,2377.156192000001,0.006187997042868004
Djibouti,Africa,1997,53.157,417908,1895.016984,0.0045345314853987
Djibouti,Africa,2002,53.37300000000001,447416,1908.260867,0.004265070688129168
Djibouti,Africa,2007,54.791,496374,2082.4815670000007,0.004195388088417203
Dominican Republic,Americas,1952,45.928,2491346,1397.717137,0.0005610289124834527
Dominican Republic,Americas,1957,49.828,2923186,1544.402995,0.0005283286780245937
Dominican Republic,Americas,1962,53.459,3453434,1662.137359,0.00048129987687617603
Dominican Republic,Americas,1967,56.75100000000001,4049146,1653.7230029999996,0.00040841278704200826
Dominican Republic,Americas,1972,59.631,4671329,2189.874499,0.0004687904660536648
Dominican Republic,Americas,1977,61.788,5302800,2681.9889,0.0005057684430866712
Dominican Republic,Americas,1982,63.727,5968349,2861.092386,0.00047937752735304184
Dominican Republic,Americas,1987,66.046,6655297,2899.842175,0.00043571942394156116
Dominican Republic,Americas,1992,68.457,7351181,3044.214214,0.0004141122649544339
Dominican Republic,Americas,1997,69.957,7992357,3614.101285,0.00045219467611369216
Dominican Republic,Americas,2002,70.847,8650322,4563.808154,0.0005275882393742106
Dominican Republic,Americas,2007,72.235,9319622,6025.3747520000015,0.0006465256586586883
Ecuador,Americas,1952,48.357,3548753,3522.110717,0.0009924924944057815
Ecuador,Americas,1957,51.356,4058385,3780.546651,0.0009315396767433351
Ecuador,Americas,1962,54.64,4681707,4086.114078,0.0008727829567292442
Ecuador,Americas,1967,56.678,5432424,4579.074215,0.0008429154673861981
Ecuador,Americas,1972,58.79600000000001,6298651,5280.99471,0.0008384326596282283
Ecuador,Americas,1977,61.31,7278866,6679.62326,0.0009176736128951956
Ecuador,Americas,1982,64.342,8365850,7213.791267,0.0008622902953077093
Ecuador,Americas,1987,67.23100000000001,9545158,6481.776993,0.0006790644002959407
Ecuador,Americas,1992,69.613,10748394,7103.702595000002,0.0006609082803440217
Ecuador,Americas,1997,72.312,11911819,7429.4558769999985,0.0006237045640972213
Ecuador,Americas,2002,74.173,12921234,5773.044512,0.00044678739755041975
Ecuador,Americas,2007,74.994,13755680,6873.262326000001,0.0004996672157247043
Egypt,Africa,1952,41.893,22223309,1418.822445,6.38438877396701e-05
Egypt,Africa,1957,44.444,25009741,1458.915272,5.833388166634752e-05
Egypt,Africa,1962,46.992,28173309,1693.335853,6.010425871522582e-05
Egypt,Africa,1967,49.293,31681188,1814.880728,5.7285753551918575e-05
Egypt,Africa,1972,51.137,34807417,2024.008147,5.8148760277155874e-05
Egypt,Africa,1977,53.319,38783863,2785.493582,7.182094217896758e-05
Egypt,Africa,1982,56.006,45681811,3503.729636,7.669857125410374e-05
Egypt,Africa,1987,59.797,52799062,3885.46071,7.358957835273664e-05
Egypt,Africa,1992,63.674,59402198,3794.755195,6.388240372856236e-05
Egypt,Africa,1997,67.217,66134291,4173.181797,6.310163356858245e-05
Egypt,Africa,2002,69.806,73312559,4754.604414,6.48538869581677e-05
Egypt,Africa,2007,71.33800000000002,80264543,5581.180998,6.953482558294763e-05
El Salvador,Americas,1952,45.262,2042865,3048.3029,0.0014921705056379153
El Salvador,Americas,1957,48.57,2355805,3421.523218,0.0014523796400805668
El Salvador,Americas,1962,52.307,2747687,3776.803627,0.0013745392495579007
El Salvador,Americas,1967,55.855,3232927,4358.595393,0.0013481886207142937
El Salvador,Americas,1972,58.207,3790903,4520.246008,0.0011923929491205658
El Salvador,Americas,1977,56.69600000000001,4282586,5138.922374,0.0011999577764462872
El Salvador,Americas,1982,56.604,4474873,4098.344175,0.0009158570924806135
El Salvador,Americas,1987,63.154,4842194,4140.442097,0.0008550756324509096
El Salvador,Americas,1992,66.798,5274649,4444.2317,0.00084256444362459
El Salvador,Americas,1997,69.535,5783439,5154.825496,0.0008913080082629039
El Salvador,Americas,2002,70.734,6353681,5351.568665999999,0.0008422784628312311
El Salvador,Americas,2007,71.878,6939688,5728.353514,0.0008254482786546024
Equatorial Guinea,Africa,1952,34.482,216964,375.6431231,0.0017313615304843202
Equatorial Guinea,Africa,1957,35.98300000000001,232922,426.0964081,0.0018293523501429665
Equatorial Guinea,Africa,1962,37.485,249220,582.8419713999998,0.002338664518898964
Equatorial Guinea,Africa,1967,38.987,259864,915.5960025,0.003523366078025429
Equatorial Guinea,Africa,1972,40.516,277603,672.4122571,0.0024222081789461933
Equatorial Guinea,Africa,1977,42.024,192675,958.5668124,0.00497504508836123
Equatorial Guinea,Africa,1982,43.662,285483,927.8253427,0.0032500195903083545
Equatorial Guinea,Africa,1987,45.664,341244,966.8968149,0.002833447078629954
Equatorial Guinea,Africa,1992,47.545,387838,1132.055034,0.0029188863236712234
Equatorial Guinea,Africa,1997,48.245,439971,2814.480755,0.006396968788851993
Equatorial Guinea,Africa,2002,49.348,495627,7703.4959,0.01554293026812502
Equatorial Guinea,Africa,2007,51.57899999999999,551201,12154.08975,0.022050195391517792
Eritrea,Africa,1952,35.92800000000001,1438760,328.9405571000001,0.00022862781638355258
Eritrea,Africa,1957,38.047,1542611,344.1618859,0.00022310348227777451
Eritrea,Africa,1962,40.158,1666618,380.9958433000001,0.00022860418122209176
Eritrea,Africa,1967,42.18899999999999,1820319,468.7949699,0.00025753451449993107
Eritrea,Africa,1972,44.142,2260187,514.3242081999998,0.00022755825433913202
Eritrea,Africa,1977,44.535,2512642,505.7538077,0.00020128367180839927
Eritrea,Africa,1982,43.89,2637297,524.8758493,0.00019902037931260683
Eritrea,Africa,1987,46.453,2915959,521.1341333,0.0001787179220626902
Eritrea,Africa,1992,49.99100000000001,3668440,582.8585102000002,0.00015888456951728804
Eritrea,Africa,1997,53.378,4058319,913.47079,0.00022508599989305917
Eritrea,Africa,2002,55.24,4414865,765.3500015,0.00017335750957277288
Eritrea,Africa,2007,58.04,4906585,641.3695236000002,0.0001307160731139887
Estonia,Europe,1973,70.7,1410836,8313.114403,0.005892332207995826
Estonia,Europe,1990,69.9,1569322,10389.81937,0.0066205784217643025
Estonia,Europe,1991,69.8,1559547,9409.44704,0.0060334488412340246
Estonia,Europe,1992,69.14,1528715,8245.731834999999,0.0053938973811338276
Estonia,Europe,1993,68.2,1491426,7733.482692,0.005185294270047592
Estonia,Europe,1994,66.66,1467535,7733.631213,0.005269810405203283
Estonia,Europe,1995,67.72,1446509,8199.116863,0.00566821005814689
Estonia,Europe,1996,69.94,1427827,8680.183712,0.006079296519816476
Estonia,Europe,1997,70.13,1413351,9689.843315,0.006855935514249468
Estonia,Europe,1998,69.72,1400972,10283.78692,0.007340465705238934
Estonia,Europe,1999,70.49,1389756,10356.41525,0.007451966568232121
Estonia,Europe,2000,70.78,1379835,11244.48624,0.0081491527900075
Estonia,Europe,2001,70.65,1369983,12050.17139,0.008795854685788071
Estonia,Europe,2002,71.21,1360122,13011.43876,0.009566376222133013
Estonia,Europe,2003,71.81,1350722,13770.18991,0.010194688403683363
Estonia,Europe,2004,72.29,1341664,15014.21701,0.01119074299526558
Estonia,Europe,2005,72.96,1332893,16654.0,0.012494626350352204
Estonia,Europe,2007,71.37,1315912,19967.40265,0.015173813028530783
Ethiopia,Africa,1952,34.078,20860941,362.1462796,1.736001648247795e-05
Ethiopia,Africa,1957,36.667,22815614,378.9041632,1.660723060970439e-05
Ethiopia,Africa,1962,40.059,25145372,419.4564161,1.668125713550788e-05
Ethiopia,Africa,1967,42.115,27860297,516.1186438,1.8525238399289137e-05
Ethiopia,Africa,1972,43.515,30770372,566.2439442000001,1.840224564720895e-05
Ethiopia,Africa,1977,44.51,34617799,556.8083834,1.6084453647674134e-05
Ethiopia,Africa,1982,44.916,38111756,577.8607471,1.5162270326772663e-05
Ethiopia,Africa,1987,46.684,42999530,573.7413142000001,1.3342967102198563e-05
Ethiopia,Africa,1992,48.091,52088559,421.3534653,8.089174924190165e-06
Ethiopia,Africa,1997,49.402,59861301,515.8894013,8.618078669890587e-06
Ethiopia,Africa,2002,50.725,67946797,530.0535319,7.801008366884461e-06
Ethiopia,Africa,2007,52.947,76511887,690.8055759,9.028735311416382e-06
Fiji,Oceania,1962,56.494,421869,2039.393277,0.004834186150203025
Fiji,Oceania,1967,58.607,485000,2170.073285,0.0044743779072164945
Fiji,Oceania,1972,60.642,544000,2797.759484,0.005142940227941177
Fiji,Oceania,1977,62.669,599339,3182.5696,0.0053101326628168695
Fiji,Oceania,1982,64.683,658906,3209.257468,0.004870584678239385
Fiji,Oceania,1987,66.626,719574,2974.850227,0.0041341824843588015
Fiji,Oceania,1992,66.575,750242,3410.28604,0.004545581345752437
Fiji,Oceania,1997,66.836,797890,3643.629208,0.004566580867036809
Fiji,Oceania,2002,67.832,856346,4004.481972,0.004676242981224879
Fiji,Oceania,2007,68.774,918675,4118.158294,0.0044827150994639015
Finland,Europe,1950,64.24,4008900,5845.626316,0.0014581621681758088
Finland,Europe,1951,65.67,4047300,6282.553916,0.0015522827356509276
Finland,Europe,1952,66.55,4090500,6424.519071,0.0015705950546387971
Finland,Europe,1953,66.61,4139400,6393.115429,0.0015444546139537132
Finland,Europe,1954,67.57,4186900,6874.027206000002,0.0016417939778833985
Finland,Europe,1955,67.37,4234900,7142.394529000001,0.0016865556516092472
Finland,Europe,1956,67.99,4281700,7277.784157999998,0.0016997417282854936
Finland,Europe,1957,67.49,4324000,7545.415386,0.0017450081836262719
Finland,Europe,1958,68.63,4359800,7523.807653,0.0017257231187210423
Finland,Europe,1959,68.81,4394700,7907.517148000001,0.0017993303633922681
Finland,Europe,1960,69.01,4429600,8562.873298,0.0019331030562579016
Finland,Europe,1961,69.04,4461004,9150.501094,0.0020512201051601834
Finland,Europe,1962,68.75,4491443,9371.842561,0.0020865994650271637
Finland,Europe,1963,69.16,4523309,9612.397646,0.002125080918858296
Finland,Europe,1964,69.37,4548544,10042.2193,0.0022077876568853683
Finland,Europe,1965,69.13,4563732,10540.93525,0.0023097182853857325
Finland,Europe,1966,69.65,4580869,10753.82335,0.002347550945028116
Finland,Europe,1967,69.83,4605744,10921.63626,0.002371307710545788
Finland,Europe,1968,69.79,4626469,11122.84283,0.0024041753721898923
Finland,Europe,1969,69.67,4623785,12201.15061,0.0026387798329723378
Finland,Europe,1970,70.36,4606307,13162.24522,0.0028574398580033856
Finland,Europe,1971,70.18,4612124,13420.39361,0.0029098076309309984
Finland,Europe,1972,70.87,4639657,14358.8759,0.0030948140994043307
Finland,Europe,1973,71.38,4666081,15235.132919999998,0.0032650811076790132
Finland,Europe,1974,71.3,4690574,15614.723419999998,0.0033289579100553575
Finland,Europe,1975,71.85,4711439,15724.68289,0.0033375541718782733
Finland,Europe,1976,72.0,4725664,15610.74835,0.003303397861125971
Finland,Europe,1977,72.52,4738902,15605.42283,0.0032930461170119153
Finland,Europe,1978,73.08,4752528,15886.30722,0.003342706706830554
Finland,Europe,1979,73.37,4764690,16948.21601,0.003557044846569242
Finland,Europe,1980,73.66,4779535,17796.77274,0.003723536440260402
Finland,Europe,1981,73.98,4799964,18051.16806,0.0037606882176616325
Finland,Europe,1982,74.55,4826933,18533.15761,0.0038395307351479706
Finland,Europe,1983,74.46,4855787,18920.89628,0.003896566360921515
Finland,Europe,1984,74.77,4881788,19387.97098,0.003971489745150752
Finland,Europe,1985,74.44,4901783,19958.81374,0.004071745677032215
Finland,Europe,1986,74.8,4917386,20367.54884,0.004141946318633518
Finland,Europe,1987,74.83,4931729,21141.01223,0.004286734374496247
Finland,Europe,1988,74.79,4946633,22110.8847,0.004469885819303757
Finland,Europe,1989,75.01,4962441,23289.79916,0.0046932143193238966
Finland,Europe,1990,75.04,4986431,23180.78249,0.004648772336366432
Finland,Europe,1991,75.45,5013786,21581.74989,0.004304481661163839
Finland,Europe,1992,75.7,5041039,20647.16499,0.0040958153646500255
Finland,Europe,1993,75.94,5064846,20294.8084,0.004006994171194939
Finland,Europe,1994,76.64,5086044,21005.54254,0.004130035552189481
Finland,Europe,1995,76.66,5104654,21650.14541,0.004241256196796101
Finland,Europe,1996,76.94,5120310,22402.49628,0.0043752226486286966
Finland,Europe,1997,77.13,5134406,23723.9502,0.004620583218389819
Finland,Europe,1998,77.34,5146983,25004.32237,0.004858054197964128
Finland,Europe,1999,77.53,5158097,25915.26438,0.005024190971980558
Finland,Europe,2000,77.76,5168595,27171.96611,0.005257128118956893
Finland,Europe,2001,78.23,5180309,27825.5291,0.0053714033467887725
Finland,Europe,2002,78.37,5193039,28204.59057,0.005431230262279948
Finland,Europe,2003,78.63,5204405,28650.02742,0.005504957323651791
Finland,Europe,2004,78.96,5214512,29651.4045,0.0056863239551467135
Finland,Europe,2005,79.09,5223442,30469.0,0.005833126892191011
Finland,Europe,2006,79.49,5231372,31902.6734,0.0060983377591958664
Finland,Europe,2007,79.313,5238460,33207.0844,0.00633909286316971
France,Europe,1950,66.39,41828673,6595.926631,0.00015768911987717134
France,Europe,1951,66.12,42155534,6913.756537,0.0001640059057726561
France,Europe,1952,67.41,42459667,7029.809327,0.00016556440084657283
France,Europe,1953,67.34,42751746,7171.244318999999,0.00016774155420459317
France,Europe,1954,68.21,43056505,7485.855759,0.00017386120306327698
France,Europe,1955,68.47,43427669,7851.776992,0.0001808012535049947
France,Europe,1956,68.5,43843075,8224.217165,0.00018758303711589573
France,Europe,1957,68.93,44310863,8662.834898000001,0.00019550138073365895
France,Europe,1958,70.16,44788852,8855.252659,0.00019771108799573607
France,Europe,1959,70.19,45239729,9040.636982,0.0001998384424893438
France,Europe,1960,70.4,45670000,9640.940051,0.00021110006680534268
France,Europe,1961,70.98,46189000,10070.70911,0.00021803262919742797
France,Europe,1962,70.51,47124000,10560.48553,0.00022409993909685086
France,Europe,1963,70.36,47808000,10941.36907,0.00022886063148427042
France,Europe,1964,71.32,48340000,11541.52506,0.00023875724162184526
France,Europe,1965,71.15,48763000,11985.95392,0.00024580017472263806
France,Europe,1966,71.56,49194000,12511.09646,0.0002543215932837338
France,Europe,1967,71.55,49569000,12999.91766,0.0002622590260041558
France,Europe,1968,71.54,49934000,13457.29711,0.00026950168442343894
France,Europe,1969,71.27,50353000,14289.38322,0.00028378414831291087
France,Europe,1970,72.16,50787000,14979.38205,0.0002949452034969579
France,Europe,1971,72.13,51285000,15554.55925,0.00030329646582821486
France,Europe,1972,72.38,51732000,16107.19171,0.00031135837991958556
France,Europe,1973,72.54,52157000,16853.49326,0.0003231300354698315
France,Europe,1974,72.89,52503000,17266.97996,0.00032887606346304024
France,Europe,1975,72.98,52758427,17140.24026,0.0003248815636599628
France,Europe,1976,73.22,52953613,17799.33496,0.00033613069914606203
France,Europe,1977,73.83,53165019,18292.63514,0.00034407276596665936
France,Europe,1978,73.95,53380649,18825.95486,0.0003526737724751155
France,Europe,1979,74.26,53605523,19409.07809,0.000362072357544203
France,Europe,1980,74.35,53869743,19660.01861,0.0003649547503874299
France,Europe,1981,74.51,54147284,19835.85601,0.00036633150445736115
France,Europe,1982,74.89,54433565,20293.89746,0.0003728195546259004
France,Europe,1983,74.87,54649810,20643.23289,0.0003777365903010459
France,Europe,1984,75.37,54946500,20888.34207,0.0003801578275231361
France,Europe,1985,75.47,55171224,21225.41215,0.00038471889168164913
France,Europe,1986,75.75,55387361,21656.22833,0.0003909958506598645
France,Europe,1987,76.34,55630100,22066.44214,0.0003966637151470157
France,Europe,1988,76.57,55873463,22990.10356,0.0004114673106981037
France,Europe,1989,76.7,56416625,23669.58284,0.0004195497841283487
France,Europe,1990,76.99,56735161,24182.34052,0.0004262319890129509
France,Europe,1991,77.17,57055448,24382.98257,0.00042735590420742994
France,Europe,1992,77.46,57374179,24703.79615,0.00043057341439256146
France,Europe,1993,77.51,57658289,24334.03492,0.0004220387968848676
France,Europe,1994,77.95,57906847,24747.81699,0.00042737289754353225
France,Europe,1995,78.07,58149727,25214.34926,0.00043361079339203086
France,Europe,1996,78.28,58388408,25406.80475,0.0004351343977386744
France,Europe,1997,78.64,58623428,25889.78487,0.0004416286415390106
France,Europe,1998,78.81,58866290,26704.51324,0.0004536469554986394
France,Europe,1999,78.94,59116128,27466.21016,0.0004646144984326443
France,Europe,2000,79.25,59381628,28443.62305,0.0004789970232880782
France,Europe,2001,79.44,59658144,28827.72241,0.00048321520713081516
France,Europe,2002,79.59,59925035,28926.03234,0.00048270363696908985
France,Europe,2003,79.59,60180529,28970.5971,0.00048139485613361756
France,Europe,2004,80.52,60424213,29466.09716,0.00048765380129982
France,Europe,2005,80.5,60656178,29644.0,0.0004887218578130656
France,Europe,2007,80.657,61083916,30470.0167,0.0004988222546177295
French Guiana,,2002,75.142,182333,8869.848746,0.04864642574849314
French Polynesia,,1967,59.191,102756,14244.022819999998,0.13861986472809373
French Polynesia,,1972,60.926,124000,14567.15624,0.1174770664516129
French Polynesia,,1977,62.427,138156,16682.106819999994,0.12074833391238884
French Polynesia,,1982,66.234,160416,19673.48757,0.1226404321888091
French Polynesia,,1987,68.211,185839,23454.40806,0.12620821280786057
French Polynesia,,1992,70.182,212174,24021.20192,0.11321463478088738
French Polynesia,,1997,71.821,235770,22634.06126,0.0960005991432328
French Polynesia,,2002,73.01,257847,25224.32969,0.0978267332565436
French Polynesia,,2007,74.057,278633,26766.84485,0.09606487691694811
Gabon,Africa,1952,37.003,420702,4293.476475,0.010205505262632458
Gabon,Africa,1957,38.999,434904,4976.198099,0.011442061004267609
Gabon,Africa,1962,40.489,455661,6631.459222,0.014553493105620189
Gabon,Africa,1967,44.598,489004,8358.761987,0.017093442971836632
Gabon,Africa,1972,48.69,537977,11401.94841,0.02119411872626525
Gabon,Africa,1977,52.79,706367,21745.57328,0.030785092282057346
Gabon,Africa,1982,56.56399999999999,753874,15113.36194,0.020047596733671676
Gabon,Africa,1987,60.19,880397,11864.40844,0.013476202713094205
Gabon,Africa,1992,61.36600000000001,985739,13522.15752,0.013717786878676811
Gabon,Africa,1997,60.46100000000001,1126189,14722.841880000002,0.013073153689123231
Gabon,Africa,2002,56.761,1299304,12521.71392,0.009637247264689404
Gabon,Africa,2007,56.735,1454867,13206.48452,0.009077451423394715
Gambia,Africa,1952,30.0,284320,485.2306591,0.0017066356890123805
Gambia,Africa,1957,32.065,323150,520.9267111,0.001612027575738821
Gambia,Africa,1962,33.896,374020,599.650276,0.0016032572482754931
Gambia,Africa,1967,35.857,439593,734.7829124,0.0016715073088061
Gambia,Africa,1972,38.308,517101,756.0868363,0.001462164715016989
Gambia,Africa,1977,41.842,608274,884.7552507000001,0.0014545340598151493
Gambia,Africa,1982,45.58,715523,835.8096107999999,0.0011681100548829315
Gambia,Africa,1987,49.265,848406,611.6588611000002,0.0007209506546394063
Gambia,Africa,1992,52.644,1025384,665.6244126,0.0006491464783924852
Gambia,Africa,1997,55.861,1235767,653.7301704,0.0005290076287843906
Gambia,Africa,2002,58.041,1457766,660.5855997,0.0004531492706648392
Gambia,Africa,2007,59.448,1688359,752.7497265,0.00044584695938482274
Georgia,,1967,66.654,4564785,3029.799086,0.0006637331409913063
Georgia,,1972,68.158,4786475,3741.226071,0.0007816244879582574
Georgia,,1977,69.634,4963464,5086.053989,0.0010246984744928138
Georgia,,1982,69.638,5101213,6359.8298810000015,0.0012467289409401256
Georgia,,1987,70.45,5239970,6514.539988,0.0012432399399233203
Georgia,,1992,70.465,5355289,2393.030934,0.0004468537429072455
Georgia,,1997,70.49,4883476,2085.641338,0.0004270813121637129
Georgia,,2002,70.476,4728357,2637.562323,0.0005578179318947363
Georgia,,2007,70.987,4646003,4386.560389,0.0009441578899109622
Germany,Europe,1950,66.47296,68374572,6090.034207,8.906869950132924e-05
Germany,Europe,1952,67.5,69145952,7144.114393000002,0.0001033193438858142
Germany,Europe,1957,69.1,71019069,10187.82665,0.00014345198822586651
Germany,Europe,1962,70.3,73739117,12902.46291,0.000174974469927542
Germany,Europe,1967,70.8,76368453,14745.62561,0.00019308529937093265
Germany,Europe,1972,71.0,78717088,18016.18027,0.0002288725450565448
Germany,Europe,1977,72.5,78160773,20512.92123,0.00026244521954766237
Germany,Europe,1982,73.8,78335266,22031.53274,0.000281246670433212
Germany,Europe,1987,74.847,77718298,24639.18566,0.0003170319769483372
Germany,Europe,1991,75.61,79984244,26127.05882,0.0003266525694735578
Germany,Europe,1992,76.07,80597764,26505.30317,0.0003288590384467738
Germany,Europe,1993,76.15,81132272,26119.4586,0.0003219367331411599
Germany,Europe,1994,76.47,81414164,26720.64284,0.00032820631604102695
Germany,Europe,1995,76.65,81653702,27145.95792,0.00033245226187050283
Germany,Europe,1996,76.9,81890667,27336.46604,0.0003338166245489245
Germany,Europe,1997,77.34,82011073,27788.88416,0.0003388430750076883
Germany,Europe,1998,77.7,82023672,28291.5981,0.0003449199165333637
Germany,Europe,1999,77.94,82074778,28842.65612,0.0003514192401470766
Germany,Europe,2000,78.21,82187909,29726.878760000003,0.0003616940632958554
Germany,Europe,2001,78.57,82280551,30061.39867,0.0003653524229559425
Germany,Europe,2002,78.67,82350671,30035.80198,0.0003647305069317529
Germany,Europe,2003,78.74,82398326,29952.93665,0.00036351389772166
Germany,Europe,2004,79.33,82424609,30260.6614,0.00036713139154836635
Germany,Europe,2005,79.46,82431390,30496.0,0.00036995615383896837
Germany,Europe,2006,79.79,82422299,31374.42754,0.0003806546034344419
Germany,Europe,2007,79.406,82400996,32170.37442,0.0003904124462281985
Ghana,Africa,1952,43.149,5581001,911.2989371,0.0001632859297283767
Ghana,Africa,1957,44.779,6391288,1043.5615369999996,0.00016327875335926022
Ghana,Africa,1962,46.452,7355248,1190.041118,0.0001617948324787961
Ghana,Africa,1967,48.072,8490213,1125.69716,0.00013258762294891777
Ghana,Africa,1972,49.875,9354120,1178.223708,0.00012595772857307795
Ghana,Africa,1977,51.756,10538093,993.2239571,9.425082480293162e-05
Ghana,Africa,1982,53.744,11400338,876.032569,7.684268387481143e-05
Ghana,Africa,1987,55.729,14168101,847.0061135,5.978261402145566e-05
Ghana,Africa,1992,57.50100000000001,16278738,925.060154,5.68262818653387e-05
Ghana,Africa,1997,58.556,18418288,1005.245812,5.457867810515288e-05
Ghana,Africa,2002,58.453,20550751,1111.9845779999996,5.410919425766969e-05
Ghana,Africa,2007,60.022,22873338,1327.60891,5.8041765045399145e-05
Greece,Europe,1950,65.7,7566028,3293.034773,0.00043523956995665357
Greece,Europe,1952,65.86,7733250,3530.690067,0.0004565596698671322
Greece,Europe,1957,67.86,8096218,4916.299889,0.0006072341294416727
Greece,Europe,1962,69.51,8448233,6017.190732999999,0.0007122425166304007
Greece,Europe,1967,71.0,8716441,8513.097016,0.000976671214317862
Greece,Europe,1972,72.34,8888628,12724.82957,0.0014315853436548363
Greece,Europe,1977,73.68,9308479,14195.52428,0.0015250100773713943
Greece,Europe,1982,75.24,9786480,15268.42089,0.001560154508056012
Greece,Europe,1987,76.67,9974490,16120.52839,0.0016161757032189113
Greece,Europe,1992,77.03,10325429,17541.49634,0.001698863683048908
Greece,Europe,1997,77.869,10502372,18747.69814,0.0017850918002142754
